"Activity" "Subject" "timeBodyAccelerationMeanX" "timeBodyAccelerationMeanY" "timeBodyAccelerationMeanZ" "timeBodyAccelerationStandardDeviationX" "timeBodyAccelerationStandardDeviationY" "timeBodyAccelerationStandardDeviationZ" "timeGravityAccelerationMeanX" "timeGravityAccelerationMeanY" "timeGravityAccelerationMeanZ" "timeGravityAccelerationStandardDeviationX" "timeGravityAccelerationStandardDeviationY" "timeGravityAccelerationStandardDeviationZ" "timeBodyAccelerationJerkMeanX" "timeBodyAccelerationJerkMeanY" "timeBodyAccelerationJerkMeanZ" "timeBodyAccelerationJerkStandardDeviationX" "timeBodyAccelerationJerkStandardDeviationY" "timeBodyAccelerationJerkStandardDeviationZ" "timeBodyGyroscopicMeanX" "timeBodyGyroscopicMeanY" "timeBodyGyroscopicMeanZ" "timeBodyGyroscopicStandardDeviationX" "timeBodyGyroscopicStandardDeviationY" "timeBodyGyroscopicStandardDeviationZ" "timeBodyGyroscopicJerkMeanX" "timeBodyGyroscopicJerkMeanY" "timeBodyGyroscopicJerkMeanZ" "timeBodyGyroscopicJerkStandardDeviationX" "timeBodyGyroscopicJerkStandardDeviationY" "timeBodyGyroscopicJerkStandardDeviationZ" "timeBodyAccelerationMagnitudeMean" "timeBodyAccelerationMagnitudeStandardDeviation" "timeGravityAccelerationMagnitudeMean" "timeGravityAccelerationMagnitudeStandardDeviation" "timeBodyAccelerationJerkMagnitudeMean" "timeBodyAccelerationJerkMagnitudeStandardDeviation" "timeBodyGyroscopicMagnitudeMean" "timeBodyGyroscopicMagnitudeStandardDeviation" "timeBodyGyroscopicJerkMagnitudeMean" "timeBodyGyroscopicJerkMagnitudeStandardDeviation" "frequencyBodyAccelerationMeanX" "frequencyBodyAccelerationMeanY" "frequencyBodyAccelerationMeanZ" "frequencyBodyAccelerationStandardDeviationX" "frequencyBodyAccelerationStandardDeviationY" "frequencyBodyAccelerationStandardDeviationZ" "frequencyBodyAccelerationJerkMeanX" "frequencyBodyAccelerationJerkMeanY" "frequencyBodyAccelerationJerkMeanZ" "frequencyBodyAccelerationJerkStandardDeviationX" "frequencyBodyAccelerationJerkStandardDeviationY" "frequencyBodyAccelerationJerkStandardDeviationZ" "frequencyBodyGyroscopicMeanX" "frequencyBodyGyroscopicMeanY" "frequencyBodyGyroscopicMeanZ" "frequencyBodyGyroscopicStandardDeviationX" "frequencyBodyGyroscopicStandardDeviationY" "frequencyBodyGyroscopicStandardDeviationZ" "frequencyBodyAccelerationMagnitudeMean" "frequencyBodyAccelerationMagnitudeStandardDeviation" "frequencyBodyAccelerationJerkMagnitudeMean" "frequencyBodyAccelerationJerkMagnitudeStandardDeviation" "frequencyBodyGyroscopicMagnitudeMean" "frequencyBodyGyroscopicMagnitudeStandardDeviation" "frequencyBodyGyroscopicJerkMagnitudeMean" "frequencyBodyGyroscopicJerkMagnitudeStandardDeviation"
"sitting" 13 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 -0.990432735306122 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 -0.982309619591837 -0.00112344092891837 -0.0232397245106122 -0.992827264081633 -0.984267557755102 -0.987612090204082 -0.993402886326531 -0.0902687401836735 0.0823432026610204 -0.985844263265306 -0.979668456122449 -0.966896414285714 -0.986112664897959 -0.041036688077551 -0.0466121595938776 -0.991371016938775 -0.991773350204082 -0.989861382040816 -0.99234067 -0.937935738571429 -0.940922637346939 -0.937935738571429 -0.940922637346939 -0.988813098163265 -0.989622456326531 -0.963940591428571 -0.959021786530612 -0.991414934897959 -0.992288759387755 -0.959673916122449 -0.956183063510204 -0.989410582653061 -0.933666502510204 -0.934189007346939 -0.990048233673469 -0.983914101836735 -0.985261204693878 -0.99368217 -0.985908120408163 -0.988612100204082 -0.99153902122449 -0.982456053877551 -0.968384415510204 -0.986714694081633 -0.97827070877551 -0.969451754693878 -0.985770346326531 -0.938529931020408 -0.948742805387755 -0.988332303469388 -0.986048429795918 -0.96426809755102 -0.969430597142857 -0.991219445918367 -0.990622133877551
"standing" 13 -0.0167891993964912 -0.112124137754386 -0.991020759298246 -0.949422439473684 -0.967538031754386 -0.992575981403509 -0.239943146315789 -0.0524856614035088 -0.992232401754386 -0.974681225789474 -0.976827157368421 -0.992294484210526 0.00762035230350877 -0.000704979340543859 -0.987636104210526 -0.977704172105263 -0.986926242631579 -0.989525103333333 -0.0753205243684211 0.085471246877193 -0.955577395789474 -0.971721755964912 -0.973436596140351 -0.958676808947368 -0.0412872577807018 -0.053926078122807 -0.978465124561404 -0.980982661403509 -0.985177042982456 -0.980616104736842 -0.968519673859649 -0.972777074912281 -0.968519673859649 -0.972777074912281 -0.981865616666667 -0.984953314912281 -0.944980198421053 -0.943467907192982 -0.976197659649123 -0.980518829298246 -0.959427618245614 -0.97756730122807 -0.991817705263158 -0.947179813157895 -0.964048080877193 -0.990355191754386 -0.977752775438597 -0.98460855877193 -0.988185112807018 -0.979412252631579 -0.987871530526316 -0.985119693859649 -0.97291308 -0.974394378070175 -0.955818411578947 -0.97142515122807 -0.97553326754386 -0.954766584210526 -0.970445378947368 -0.968961605789474 -0.980621262631579 -0.978329955614035 -0.946857485438596 -0.946797362280702 -0.976467330175439 -0.973994625438596
"walking" 13 -0.0185660651947368 -0.111431456192982 -0.346980394210526 0.141866689392982 -0.220503537026316 -0.392011497017544 -0.283658580877193 -0.131299718666667 -0.97254492245614 -0.960899845614035 -0.948637587719298 -0.972739483859649 0.00308364501403509 0.00597249011754386 -0.220910068015789 0.0565488771722807 -0.374633172105263 -0.187562283514035 -0.0798472502663158 0.0784205641252632 -0.376059914210526 -0.290023550315789 -0.363369948070175 -0.359021123684211 -0.0319849271912281 -0.0636693233473684 -0.216812065298246 -0.35776089977193 -0.341765824491228 -0.229087569382456 -0.292546377017544 -0.356510804736842 -0.292546377017544 -0.356510804736842 -0.131788528797719 -0.152350346577193 -0.253240071964912 -0.199268289912281 -0.322118379807018 -0.364708513245614 0.0955150666694737 -0.246851507561404 -0.353299848947368 0.0921968931052632 -0.269896395250877 -0.295502779824561 -0.0439195137368421 -0.342263716894737 -0.219716159766667 0.0946741596910526 -0.406173351578947 -0.130002243596491 -0.256213554508772 -0.276607954736842 -0.435714710526316 -0.318618506122807 -0.455333900526316 -0.251200003603509 -0.438388953157895 -0.324740853491228 -0.113591923723684 -0.158608980887719 -0.379951835438597 -0.348406772982456 -0.349285611070175 -0.350288207417544
"walkingDownstairs" 13 -0.0143723839108511 -0.101993941531915 -0.0681563626617021 -0.03212524665 -0.158333146191489 -0.128835214695745 -0.211555112553191 -0.0950820341687234 -0.952643084042553 -0.92854437106383 -0.893962984042553 -0.95329109893617 -0.00751868156382979 -0.0252977670276596 -0.0740908045319149 -0.149027773519149 -0.31704660987234 -0.0705704291382979 -0.0237205719148936 0.111284239655957 -0.417014161553191 -0.198848161170213 -0.322774082765957 -0.427650904680851 -0.0669414080765958 -0.0512020476 -0.463736674255319 -0.259163248340426 -0.367089485595745 -0.456084386595745 -0.0156098198829787 -0.149742108629787 -0.0156098198829787 -0.149742108629787 -0.0433959844 -0.0883487297297872 -0.236762631468085 -0.186695046604255 -0.27649151037234 -0.356819051638298 -0.0364535247659574 -0.151178724793617 -0.0680436217021277 -0.0924444167085106 -0.233315176510213 0.030174696433617 -0.207812348246809 -0.276138039897872 -0.114744976032191 -0.141775116319149 -0.356579475531915 0.0840863605425532 -0.133828886725532 -0.212906662531915 -0.452190386808511 -0.24966032923617 -0.427008254255319 -0.352611355191489 -0.210912766382979 -0.0175820428340426 -0.0709893839055319 -0.0116639754808511 -0.400560061212766 -0.303068212723404 -0.343094861202128 -0.26942474762766
"walkingUpstairs" 13 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085455 -0.341001436363636 -0.357404501636364 -0.207507170584727 -0.946441502363636 -0.922054968727273 -0.910271096181818 -0.947265352181818 -0.00128009758363636 -0.0254126299290909 -0.487325539818182 -0.323333932218182 -0.660921263636364 -0.470107350181818 0.00381966911090909 0.116679563256364 -0.541066687090909 -0.403572169636364 -0.211805111745455 -0.546979666909091 -0.0453051954036364 -0.0661653916327273 -0.631037584 -0.678805915818182 -0.550880346909091 -0.621862368 -0.326339622181818 -0.407885843636364 -0.326339622181818 -0.407885843636364 -0.451225931090909 -0.483353009454545 -0.415658606181818 -0.348845533836364 -0.669216383090909 -0.692463921272727 -0.0636564765818182 -0.404785239945455 -0.266081292363636 0.114656709636364 -0.184842227972182 -0.307722931090909 -0.368996179072727 -0.631496434363636 -0.514337759454545 -0.319400410981818 -0.689235778909091 -0.446333138909091 -0.492176104727273 -0.255338945927273 -0.562911002545455 -0.364283258727273 -0.272525011818182 -0.50126419 -0.409065516363636 -0.298847178727273 -0.491090809090909 -0.410301396363636 -0.470770800363636 -0.416472051272727 -0.712261499636364 -0.663644194545455
"laying" 18 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.986160920923077 -0.987658662307692 -0.985619913846154 0.719755403692308 0.605495317692308 -0.982715987538462 -0.994093522615385 -0.990957249538462 -0.983089310153846 0.0117018961415385 -0.00121344813430769 -0.985921071076923 -0.985554339384615 -0.990660246153846 -0.986032578307692 -0.0837587308153846 0.0937781948153846 -0.992872598 -0.984202872923077 -0.985108386307692 -0.992943644615385 -0.0393440191846154 -0.0593135986615385 -0.996104441384615 -0.990547638769231 -0.992548101846154 -0.996092236153846 -0.986464542615385 -0.988135346 -0.986464542615385 -0.988135346 -0.989526277538462 -0.990139056769231 -0.980560877846154 -0.978701801230769 -0.992153054 -0.992914792 -0.984909884615385 -0.988606906307692 -0.984321858307692 -0.986746450769231 -0.987224804307692 -0.985106123692308 -0.985865325230769 -0.989116865846154 -0.986641245846154 -0.986210701230769 -0.990744752923077 -0.983973453384615 -0.985611171384615 -0.984999291538462 -0.993019371692308 -0.983457774923077 -0.986483048153846 -0.992959560461538 -0.987648484461539 -0.985982565846154 -0.989710656769231 -0.987272124923077 -0.981468841692308 -0.982605601538462 -0.992737961692308 -0.991743037384615
"sitting" 18 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544 -0.994992112982456 0.12988647622807 0.161877417894737 -0.994043771403509 -0.984035479473684 -0.978340183157895 -0.994184149122807 0.00694560289491228 0.00278757042058246 -0.991624662105263 -0.984002717017544 -0.990153121754386 -0.991828080350877 -0.0685796341105263 0.0848140511754386 -0.991956958947368 -0.986753343859649 -0.981525495438596 -0.992222332631579 -0.0397125591491228 -0.0523030404789474 -0.994170190701754 -0.994224162105263 -0.992814325087719 -0.994238960350877 -0.981595285964912 -0.982890448070175 -0.981595285964912 -0.982890448070175 -0.991159350526316 -0.991514547017544 -0.981372675614035 -0.978617841929825 -0.994868913508772 -0.99526931245614 -0.976538530350877 -0.982996441403509 -0.994906565789474 -0.974980068596491 -0.975722121403509 -0.993586001052632 -0.983642391578947 -0.988689671578947 -0.992039060701754 -0.985694744385965 -0.990141676315789 -0.989622904736842 -0.988702701403509 -0.983027386491228 -0.992575399473684 -0.985710087894737 -0.98279727631579 -0.991254308596491 -0.982226151578947 -0.982610824035088 -0.991044297894737 -0.988983405614035 -0.981252632807018 -0.983643290526316 -0.994967621754386 -0.99460201
"standing" 18 -0.0166353518150685 -0.108453355945205 -0.992019762739726 -0.95422343630137 -0.961873909178082 -0.993370464931507 -0.204206320958904 -0.0485767106575342 -0.994270075205479 -0.981335941917808 -0.976044291369863 -0.994459198767123 0.0104698718417123 -0.00181640480191781 -0.989436673835616 -0.975277836849315 -0.988455249452055 -0.990068223972603 -0.0732260127945206 0.0843190675616438 -0.962254249589041 -0.980417134246575 -0.972820402739726 -0.962686835205479 -0.0406573412739726 -0.0532384453013699 -0.981970965890411 -0.991151973150685 -0.986259015753425 -0.982451782739726 -0.972285545479452 -0.975229187671233 -0.972285545479452 -0.975229187671233 -0.986015285890411 -0.986986039863014 -0.959797118082192 -0.954480674931507 -0.988519665753425 -0.989426231643836 -0.961239135479452 -0.975772813972603 -0.992789068493151 -0.952911994794521 -0.957216177945206 -0.990897604246575 -0.975243689589041 -0.986265653561644 -0.990287933424657 -0.977179032191781 -0.989275839041096 -0.987913814657534 -0.983561159726027 -0.974294413013699 -0.962272711643836 -0.978801848493151 -0.974822589589041 -0.96174146109589 -0.973264853561644 -0.971478314109589 -0.986277356712329 -0.983875627945205 -0.95911345739726 -0.961574112465753 -0.988407465205479 -0.98721494630137
"walking" 18 -0.0178023631866071 -0.104218315464286 -0.37600552125 -0.227005874892857 -0.428348061071429 -0.415875518571429 -0.254317085892857 -0.0609313415892857 -0.983010882678571 -0.975311658928571 -0.97248384875 -0.983347008035714 0.0282745481892857 0.010685091 -0.368056913928571 -0.320158763392857 -0.633325860714286 -0.349511216607143 -0.0613727362975 0.0944718394625 -0.7044397775 -0.496431539642857 -0.511417204821429 -0.704731894821429 -0.0433771125875 -0.0502631568175 -0.578133968392857 -0.694925789464286 -0.663259579285714 -0.539646897321429 -0.460346465357143 -0.525311189642857 -0.460346465357143 -0.525311189642857 -0.42541866125 -0.426736195714286 -0.60851009125 -0.5682437425 -0.726591779107143 -0.735356753392857 -0.24360627125 -0.48977105125 -0.378068199285714 -0.267273644642857 -0.439861578035714 -0.298336604821429 -0.361908549464286 -0.601147246785714 -0.375992795357143 -0.320264113035714 -0.664327149285714 -0.288264183571429 -0.570898150714286 -0.538152344821429 -0.734901390178571 -0.460890661785714 -0.54840977125 -0.642280360714286 -0.565563056964286 -0.469804846428571 -0.444453486071429 -0.4045983625 -0.668908146607143 -0.62346952625 -0.769408385535714 -0.721700396964286
"walkingDownstairs" 18 -0.0168666920221818 -0.1033908092 -0.302634565090909 -0.254214045818182 -0.418610127454545 -0.374975798181818 -0.225809125454545 -0.0493636733454545 -0.960404874545455 -0.932962218181818 -0.921661749636364 -0.961352036 -0.000757069449090909 -0.01417699182 -0.387223932363636 -0.447033872545455 -0.651246664909091 -0.402363289818182 -0.0636214336761818 0.0987471683127273 -0.502473033509091 -0.617230786 -0.483658260727273 -0.509426911818182 -0.0509120258890909 -0.0570591813909091 -0.676716181636364 -0.752608622181818 -0.605655411090909 -0.676299552 -0.229934247036364 -0.349473939818182 -0.229934247036364 -0.349473939818182 -0.3825173332 -0.412923686181818 -0.507995478327273 -0.4694352728 -0.744159518909091 -0.76649069 -0.309049613818182 -0.505824358 -0.285535871636364 -0.273798158 -0.418258649818182 -0.272669039618182 -0.465982666363636 -0.622135895090909 -0.416050500909091 -0.464546054727273 -0.678751080363636 -0.297366187181818 -0.641527595090909 -0.447030699454545 -0.513947089545455 -0.607757979272727 -0.543996110545454 -0.480996326909091 -0.344299434181818 -0.207407492654545 -0.386565072363636 -0.365712850909091 -0.533844932145455 -0.536628526363636 -0.763430801654545 -0.740759442945454
"walkingUpstairs" 18 -0.0222060684378914 -0.112655891327586 -0.380168286724138 -0.211155120224138 -0.31437339137931 -0.435476656724138 -0.316619946206897 -0.106112549189655 -0.961738807068966 -0.942056881206897 -0.907839723965517 -0.962916947241379 0.0211654691775862 0.0093589662862069 -0.563202134655172 -0.56794063862069 -0.760829911206897 -0.564743621034483 -0.0526133819862069 0.0906736478431034 -0.593841504137931 -0.507297003103448 -0.433922212068966 -0.596869527586207 -0.0527472610827586 -0.0692536211396552 -0.76068902862069 -0.828872171206897 -0.718951757931034 -0.749360452068966 -0.37184157 -0.483734425 -0.37184157 -0.483734425 -0.579330320344828 -0.603147545862069 -0.528058134137931 -0.484693793758621 -0.835525127931035 -0.843571566034483 -0.363450742586207 -0.522728377068965 -0.350639840862069 -0.190550638155172 -0.269571390465517 -0.381199786551724 -0.579650286034483 -0.736149274137931 -0.575331252413793 -0.585531432931034 -0.784728430344828 -0.516861240862069 -0.649817266551724 -0.504364096896552 -0.60071129637931 -0.443429836896552 -0.466022431206897 -0.588254867586207 -0.436218933448276 -0.342831281896552 -0.587926077068965 -0.55144082137931 -0.533044636034483 -0.552695543448276 -0.860910992241379 -0.829045467241379
"laying" 20 -0.0144406281132353 -0.104274322538235 -0.962249114705882 -0.964098180294118 -0.972571998382353 -0.964414126323529 0.864882956617647 0.477573305 -0.928674215147059 -0.976018476911765 -0.9765185525 -0.930141535588235 0.00110822495382353 -0.00309891846569118 -0.984270728235294 -0.977002606764706 -0.984989224117647 -0.986051348382353 -0.0954899626029412 0.123680209926471 -0.984477414264706 -0.972941910294118 -0.972409893529412 -0.985761729705882 -0.038776298 -0.0610028293088235 -0.989283577352941 -0.981540062058823 -0.986670534411765 -0.990280672352941 -0.939489444558824 -0.943963237808824 -0.939489444558824 -0.943963237808824 -0.980161687058824 -0.983516001176471 -0.962153597941176 -0.960549114264706 -0.981079301617647 -0.984525877647059 -0.965595958382353 -0.976392651323529 -0.960997907205882 -0.964960988382353 -0.971901324705882 -0.963679333676471 -0.9772207075 -0.982876212058823 -0.986213883088235 -0.978451446764706 -0.985707806323529 -0.982195622941176 -0.973120029558823 -0.972278603529412 -0.985154588529412 -0.973092518088235 -0.974995267058824 -0.983019540735294 -0.9418940855 -0.946325052801471 -0.979565196911765 -0.976327301029412 -0.964205915441177 -0.965730693823529 -0.981986152941177 -0.980120932941177
"sitting" 20 -0.0147229305131818 -0.108369634515152 -0.983081858939394 -0.93612270469697 -0.929106396818182 -0.985315305606061 0.0733385412878788 0.151679135228788 -0.985829034393939 -0.966983534242424 -0.935854966151515 -0.986261301515152 0.00597430268636364 0.00160134859924242 -0.982078229242424 -0.970896863484848 -0.976522488787879 -0.983745897575758 -0.0650689347121212 0.0642882138333333 -0.976309017121212 -0.960104508636364 -0.945771803484848 -0.98010938030303 -0.0407299244348485 -0.0465835149090909 -0.977414910909091 -0.979684097272727 -0.979742084090909 -0.982380246515152 -0.937764028181818 -0.943278461363636 -0.937764028181818 -0.943278461363636 -0.972537871515151 -0.976456457575758 -0.941069909848485 -0.938520031363636 -0.97507615 -0.979547917121212 -0.945198619242424 -0.947597457121212 -0.98397837530303 -0.935031700454545 -0.924947175454545 -0.981492939545455 -0.971158287575758 -0.973211461363636 -0.983565760757576 -0.972776577272727 -0.978458923030303 -0.979179559090909 -0.964643068787879 -0.950963363939394 -0.978433538484848 -0.958015696363636 -0.949176822121212 -0.971947628181818 -0.942151231515152 -0.941356856818182 -0.972597744242424 -0.969498703636364 -0.943725755909091 -0.944797852424242 -0.975226588333333 -0.972894494545455
"standing" 20 -0.0180695049161644 -0.100402759931507 -0.967209961232877 -0.87541041109589 -0.913142481643836 -0.973838176986301 -0.305938716712329 0.0708655286023288 -0.981916942054795 -0.957462721369863 -0.942437325616438 -0.981993263150685 0.0116930221630137 -0.00613681937487671 -0.959528332191781 -0.935605650958904 -0.958936310958904 -0.965259278356164 -0.0698308923617808 0.0773671448739726 -0.886749172739726 -0.903913940684931 -0.907343324657534 -0.897825568219178 -0.0432152397506849 -0.051815224739726 -0.921644239863014 -0.947633070684932 -0.948669854794521 -0.931623930136986 -0.910672094794521 -0.921112293972603 -0.910672094794521 -0.921112293972603 -0.938454372328767 -0.947895718493151 -0.843683410273973 -0.835898156438356 -0.926328788356164 -0.93669997739726 -0.898194212465753 -0.929985824794521 -0.96980617890411 -0.872525409452055 -0.910995860273973 -0.961355375342466 -0.935717554109589 -0.952741107945206 -0.963098911506849 -0.94047417890411 -0.963973097671233 -0.952810384657534 -0.91064914109589 -0.911409911643836 -0.890525705068493 -0.901237499589041 -0.914872014383562 -0.87275736260274 -0.918651880273973 -0.913428612739726 -0.936025033013699 -0.929937933972603 -0.849127347123288 -0.846898659863014 -0.927225720410959 -0.923399149863014
"walking" 20 -0.021199992245098 -0.113539477098039 -0.208342792019608 0.489771808627451 -0.228734217372549 -0.250771439607843 -0.344443913137255 -0.035130214 -0.970327266470588 -0.962003383529412 -0.953850439607843 -0.970984228431373 -0.0210619558882353 0.00634457223529412 -0.090645041854902 0.244310894098039 -0.387664584313725 -0.0800478773490196 -0.074105054612549 0.0851359929294118 -0.23294061427451 0.0858321519372549 -0.165748467372549 -0.236690562901961 -0.0514175758627451 -0.0549273707529412 -0.253227445431373 -0.127554090666667 -0.22704432732549 -0.239331807190196 -0.156930391921569 -0.28873835745098 -0.156930391921569 -0.28873835745098 0.0210765716843137 -0.047853829645098 -0.0367853189588235 0.0421797087919608 -0.149864146847059 -0.250292368431373 0.403465950921569 -0.272213861705882 -0.234985644352941 0.438436341294118 -0.26649772672549 -0.11032537048902 0.157933952294118 -0.34599447627451 -0.122237205541176 0.255614062961569 -0.427690451960784 0.061371280027451 0.0310145965868627 -0.108892495684314 -0.279931528352941 0.107704805445098 -0.264957205764706 -0.160838360180392 -0.389934004313725 -0.162882090145098 -0.0310650270227451 0.0733073172568628 -0.196210236058824 -0.0959087324215686 -0.171975765239216 -0.0902030154960784
"walkingDownstairs" 20 -0.00964120773155556 -0.104602925937778 0.0745098785288889 0.616937015333333 -0.160938536488889 0.0139235064755556 -0.277419718666667 -0.0282591579777778 -0.940458075111111 -0.908577153777778 -0.919693532888889 -0.941231930222222 0.00436449644888889 -0.00253482149777778 -0.135699627468889 0.289670966711111 -0.381503405466667 -0.121055650103556 0.0139023395111111 0.103900480541333 -0.204939567711111 -0.146794177311111 0.159723529622222 -0.225389672166667 -0.0577371504488889 -0.061531283 -0.249235098988889 -0.334568787888889 0.00307854550222222 -0.283986817717778 0.172636361444444 0.0299405688777778 0.172636361444444 0.0299405688777778 0.0467185842571111 0.0176926872366667 -0.0305762438706667 0.0591604344044444 -0.275591880382222 -0.316387412444444 0.524187686888889 -0.188098811986667 0.113033424261778 0.560191344 -0.213916756933333 0.122367644184444 0.20582901724 -0.356220245355556 -0.147278592755556 0.293119526444444 -0.405294896466667 -0.0309165934511111 -0.138097945555556 0.257037841093333 -0.253365630644444 -0.159961424355556 0.0183050845333333 -0.0713351470886667 0.000242174637777778 0.225703521037778 0.0790379799133333 0.07867925258 -0.151681987177778 -0.0239267427597778 -0.281657285946667 -0.237517337129111
"walkingUpstairs" 20 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 -0.178589542460784 -0.479894842941176 -0.130117634791765 -0.931405014313725 -0.92459435372549 -0.904064093529412 -0.932340303333333 0.00659982629803922 -0.024542099304902 -0.185695388078431 -0.260789711588235 -0.513641207058824 -0.178325158564706 -0.174650964745098 0.058701941845098 -0.492701193921569 -0.104722161186078 0.184119332796078 -0.509138523921569 -0.0189816250372549 -0.0518985451176471 -0.471107678431373 -0.393988623529412 -0.253867089670588 -0.451324309411765 -0.198269718823529 -0.284880256705882 -0.198269718823529 -0.284880256705882 -0.239444370019608 -0.29661492372549 -0.253929985803922 -0.186758983488235 -0.455396068627451 -0.491475837843137 -0.0293832440223529 -0.318431522156863 -0.108444759592157 0.16454675022549 -0.242438965196078 -0.0111845279117647 -0.312161098966667 -0.492755895098039 -0.187090779486275 -0.255008282372549 -0.533201712745098 -0.0768892544509804 -0.162341385629412 0.115076640798039 -0.532021733921569 -0.079046721372549 0.095476833245098 -0.391857218627451 -0.320241012294118 -0.241871383786275 -0.280450026862745 -0.181782693405882 -0.360948341823529 -0.251191282284314 -0.50282154372549 -0.44017538254902
"laying" 24 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889 -0.9690830625 0.738430699305556 0.683839909722222 -0.960412164305556 -0.993454358055556 -0.979239668194444 -0.961454228888889 0.0119819524179167 -0.00589225849902778 -0.98636543375 -0.982430495 -0.983087366805556 -0.987228251944444 -0.0955538053611111 0.111730746333333 -0.982651720138889 -0.960299550972222 -0.98170136125 -0.983610711805556 -0.0382323710416667 -0.0624116966805556 -0.979865720555556 -0.978091312777778 -0.992381595972222 -0.981103341111111 -0.969354834166667 -0.972781687361111 -0.969354834166667 -0.972781687361111 -0.983605927361111 -0.985499857777778 -0.957829934722222 -0.954137391666667 -0.978659102222222 -0.980959939166667 -0.980830362083333 -0.976634815694444 -0.965167081805556 -0.984571808472222 -0.973057781805556 -0.974397679583333 -0.982140613888889 -0.981549689583333 -0.988140517777778 -0.984124532361111 -0.983185637916667 -0.984673354444444 -0.966111980277778 -0.981093036111111 -0.984713284166667 -0.95779294875 -0.983602745694445 -0.980890148055556 -0.971063024027778 -0.97076625875 -0.98328511625 -0.980633247916667 -0.961369084583333 -0.962669676111111 -0.980096981111111 -0.978338455138889
"sitting" 24 -0.0131255097938235 -0.103041061426471 -0.990593766617647 -0.956255962058824 -0.957056111470588 -0.9914497175 0.182254651955882 0.109559621020588 -0.989660149852941 -0.971692544705882 -0.963406795735294 -0.989664936470588 0.00476702575745588 -0.00113300171426471 -0.988564382205882 -0.979573678088235 -0.984662946764706 -0.988975767647059 -0.0750132697044118 0.0800440230882353 -0.988111648676471 -0.977954005147059 -0.971277654117647 -0.988511264411765 -0.040616936 -0.051596655125 -0.991442007794118 -0.989780810588235 -0.989850160294118 -0.9917954525 -0.963779683235294 -0.967660894264706 -0.963779683235294 -0.967660894264706 -0.985418456176471 -0.986728408235294 -0.969257162647059 -0.966415033088235 -0.990724530735294 -0.991462382647059 -0.962773200147059 -0.966991781176471 -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.989619377794118 -0.979228238382353 -0.981971300147059 -0.9892888075 -0.981550132794118 -0.986008449264706 -0.986443241911765 -0.981200181176471 -0.974686891029412 -0.988891551764706 -0.976252427794118 -0.972851787647059 -0.987286318970588 -0.965852262058824 -0.964962698676471 -0.98561372 -0.983437632647059 -0.969105899117647 -0.972504838235294 -0.990933058235294 -0.990190154558824
"standing" 24 -0.0144785340348986 -0.108222553855072 -0.98725587115942 -0.936871974347826 -0.930283530144928 -0.98996068942029 -0.145201300942029 -0.0530585403536232 -0.992197591884058 -0.968155388695652 -0.94618494942029 -0.992364546956522 0.0109839689101449 -0.00358774904913043 -0.980573836811594 -0.967745638695652 -0.977716354927536 -0.982305006956522 -0.0692546674492754 0.077124614942029 -0.960738660289855 -0.967298518695652 -0.969958678115942 -0.962942124637681 -0.0431738608 -0.0517180379565217 -0.975856809130435 -0.981983572028985 -0.983276883478261 -0.977701916376812 -0.94790101173913 -0.952992323478261 -0.94790101173913 -0.952992323478261 -0.973108343043478 -0.97660047826087 -0.95310477884058 -0.950077208115942 -0.979995718695652 -0.981656466666667 -0.948970158405797 -0.953817599275362 -0.988851853478261 -0.934454791304348 -0.923802467681159 -0.985390776521739 -0.967720592463768 -0.974170468405797 -0.981721691014493 -0.970228184202899 -0.979936740869565 -0.977063853188406 -0.970426493768116 -0.970133388405797 -0.961885695217391 -0.965798055507246 -0.972688652173913 -0.957893972608696 -0.949522556376812 -0.952823352028985 -0.973195509565217 -0.970242419275362 -0.954407176956522 -0.955543527101449 -0.9797551 -0.9796105
